owner,name,full_name,stargazer_count,fork_count,language,total_releases,avg_release_interval_days,release_type,collaborator_count,sonarqube_analyzed,sonarqube_analyzed_at,bugs,vulnerabilities,code_smells,sqale_index,coverage,duplicated_lines_density,ncloc,complexity,cognitive_complexity,reliability_rating,security_rating,sqale_rating,alert_status
microsoft,qlib,microsoft/qlib,33725,5211,Python,23,51.0,slow,14400,True,2025-11-16T17:30:00.219905,32,0,1593,7261,0.0,5.4,43372,7629,7028,5.0,1.0,1.0,OK
zxing,zxing,zxing/zxing,33695,9428,Java,32,111.0,slow,17900,False,,,,,,,,,,,,,,
beego,beego,beego/beego,32336,5628,Go,42,51.0,slow,52600,True,2025-11-16T17:30:22.107740,0,0,206,4492,0.0,3.7,35991,7747,8264,1.0,1.0,1.0,OK
binarywang,WxJava,binarywang/WxJava,32156,8999,Java,30,89.0,slow,54500,False,,,,,,,,,,,,,,
parallax,jsPDF,parallax/jsPDF,30786,4775,JavaScript,37,52.0,slow,22000,True,2025-11-16T17:31:28.170597,840,0,7840,44496,0.0,14.4,109554,10602,18242,5.0,1.0,1.0,OK
restic,restic,restic/restic,30786,1673,Go,49,55.0,slow,45300,True,2025-11-16T17:31:40.557678,0,0,518,6080,0.0,1.6,65424,10627,11507,1.0,1.0,1.0,OK
nicolargo,glances,nicolargo/glances,30553,1639,Python,54,56.0,slow,21000,True,2025-11-16T17:31:47.266107,276,0,3310,8517,0.0,1.4,22582,4442,4438,3.0,1.0,1.0,OK
apolloconfig,apollo,apolloconfig/apollo,29702,10224,Java,41,51.5,slow,20100,False,,,,,,,,,,,,,,
encode,django-rest-framework,encode/django-rest-framework,29664,7036,Python,21,86.5,slow,145900,True,2025-11-16T17:32:37.849849,35,6,1057,5854,0.0,2.7,41952,5670,4092,5.0,5.0,1.0,OK
spf13,viper,spf13/viper,29559,2085,Go,35,72.0,slow,19000,True,2025-11-16T17:32:12.375760,0,0,65,544,0.0,7.3,5136,790,507,1.0,1.0,1.0,OK
xuxueli,xxl-job,xuxueli/xxl-job,29550,11371,Java,39,54.5,slow,10700,False,,,,,,,,,,,,,,
alibaba,canal,alibaba/canal,29465,7672,Java,32,108.0,slow,24500,False,,,,,,,,,,,,,,
raysan5,raylib,raysan5/raylib,29274,2773,C,24,163.0,slow,83600,True,2025-11-16T17:32:56.282748,1,1,8,21,0.0,0.5,8382,2,0,3.0,3.0,1.0,OK
alibaba,spring-cloud-alibaba,alibaba/spring-cloud-alibaba,28867,8498,Java,50,69.0,slow,21200,False,,,,,,,,,,,,,,
ChartsOrg,Charts,ChartsOrg/Charts,27968,6047,Swift,38,71.0,slow,19000,True,2025-11-16T17:32:45.196392,0,0,0,0,0.0,0.0,0,0,0,1.0,1.0,1.0,OK
gabime,spdlog,gabime/spdlog,27639,4956,C++,44,63.5,slow,44100,True,2025-11-16T17:32:56.853613,0,0,1,5,0.0,0.0,12,2,3,1.0,1.0,1.0,OK
sharkdp,hyperfine,sharkdp/hyperfine,26704,429,Rust,25,73.5,slow,11600,True,2025-11-16T17:33:16.715171,0,0,4,24,0.0,8.2,5552,620,354,1.0,1.0,1.0,OK
cmderdev,cmder,cmderdev/cmder,26644,2079,PowerShell,34,103.5,slow,15700,True,2025-11-16T17:33:19.109110,0,0,0,0,0.0,0.0,0,0,0,1.0,1.0,1.0,OK
nsqio,nsq,nsqio/nsq,25801,2909,Go,31,64.0,slow,14200,True,2025-11-16T17:33:51.013407,3,0,391,2898,0.0,11.8,26022,2998,2844,3.0,1.0,1.0,OK
Modernizr,Modernizr,Modernizr/Modernizr,25667,2963,JavaScript,27,53.5,slow,33400,True,2025-11-16T17:34:14.178646,4,1,1587,11500,0.0,6.9,8716,2352,1346,4.0,4.0,1.0,OK
stretchr,testify,stretchr/testify,25421,1680,Go,25,112.0,slow,31300,True,2025-11-16T17:33:44.011795,0,0,351,2573,0.0,2.6,16491,3341,2357,1.0,1.0,1.0,OK
google,flatbuffers,google/flatbuffers,25030,3426,C++,43,55.0,slow,72400,False,,,,,,,,,,,,,,
goldfire,howler.js,goldfire/howler.js,24985,2272,JavaScript,25,83.0,slow,11100,True,2025-11-16T17:34:11.539464,9,0,223,1059,0.0,8.3,2224,288,105,5.0,1.0,1.0,OK
hashcat,hashcat,hashcat/hashcat,24724,3298,C,28,51.0,slow,21300,True,2025-11-16T17:35:41.431546,232,4,109,580,0.0,3.9,6156,767,739,3.0,4.0,1.0,OK
typesense,typesense,typesense/typesense,24687,829,C++,34,71.0,slow,5200,True,2025-11-16T17:35:02.926604,3,0,233,1102,0.0,34.0,10850,1509,613,3.0,1.0,1.0,OK
apache,skywalking,apache/skywalking,24587,6627,Java,63,53.5,slow,51300,False,,,,,,,,,,,,,,
go-delve,delve,go-delve/delve,24378,2195,Go,37,66.0,slow,26100,False,,,,,,,,,,,,,,
cookiecutter,cookiecutter,cookiecutter/cookiecutter,24310,2167,Python,29,85.0,slow,33000,True,2025-11-16T17:35:06.154332,1,2,18,201,0.0,1.0,6296,730,445,4.0,5.0,1.0,OK
heartcombo,devise,heartcombo/devise,24287,5528,Ruby,21,134.0,slow,71000,True,2025-11-16T17:35:29.732230,4,0,135,1387,0.0,1.7,12161,1312,716,3.0,1.0,1.0,OK
usablica,intro.js,usablica/intro.js,23717,2576,TypeScript,41,67.0,slow,12100,True,2025-11-16T17:36:08.858286,50,0,366,2496,0.0,8.8,16032,1553,892,5.0,1.0,1.0,OK
iBotPeaches,Apktool,iBotPeaches/Apktool,23333,3847,Java,27,109.5,slow,12400,False,,,,,,,,,,,,,,
alibaba,Sentinel,alibaba/Sentinel,22986,8147,Java,26,77.0,slow,19800,False,,,,,,,,,,,,,,
chalk,chalk,chalk/chalk,22810,893,JavaScript,32,101.0,slow,6500,True,2025-11-16T17:35:58.288958,2,0,8,37,0.0,0.0,635,114,45,3.0,1.0,1.0,OK
js-cookie,js-cookie,js-cookie/js-cookie,22741,2076,JavaScript,36,66.0,slow,6200,True,2025-11-16T17:36:02.929725,7,0,104,532,0.0,47.3,2134,252,42,3.0,1.0,1.0,OK
MagicMirrorOrg,MagicMirror,MagicMirrorOrg/MagicMirror,22686,4464,JavaScript,49,91.0,slow,35900,True,2025-11-16T17:36:40.165447,10,0,537,3354,0.0,4.8,16265,3235,2497,5.0,1.0,1.0,OK
Tencent,ncnn,Tencent/ncnn,22266,4350,C++,47,63.0,slow,34800,True,2025-11-16T17:37:48.475731,2,0,330,1827,0.0,34.2,38863,6868,6386,3.0,1.0,1.0,OK
apache,rocketmq,apache/rocketmq,22211,11972,Java,22,72.5,slow,68500,False,,,,,,,,,,,,,,
uutils,coreutils,uutils/coreutils,22175,1641,Rust,34,54.5,slow,74500,True,2025-11-16T17:38:16.998239,0,0,227,1433,0.0,6.5,165305,22581,14403,1.0,1.0,1.0,OK
necolas,react-native-web,necolas/react-native-web,22056,1831,JavaScript,25,94.0,slow,21200,True,2025-11-16T17:38:49.869953,8,0,879,5806,0.0,7.3,29531,4617,2294,4.0,1.0,1.0,OK
AlDanial,cloc,AlDanial/cloc,22020,1084,Perl,23,174.0,slow,13600,False,,,,,,,,,,,,,,
iovisor,bcc,iovisor/bcc,21940,4017,C,27,71.0,slow,70200,True,2025-11-16T17:37:50.657644,4,0,561,4662,0.0,3.6,44733,4952,7016,4.0,1.0,1.0,OK
pugjs,pug,pugjs/pug,21837,1948,JavaScript,25,397.5,slow,25100,True,2025-11-16T17:38:09.033261,137,0,1214,7536,0.0,4.2,9101,1666,1229,3.0,1.0,1.0,OK
Seldaek,monolog,Seldaek/monolog,21356,1904,PHP,74,54.0,slow,55700,True,2025-11-16T17:38:37.089447,15,0,260,3002,0.0,2.3,16936,2486,1354,3.0,1.0,1.0,OK
HandBrake,HandBrake,HandBrake/HandBrake,21343,1533,C,51,51.5,slow,15000,True,2025-11-16T17:39:34.668165,21,0,280,2096,0.0,1.6,4200,1058,1084,4.0,1.0,1.0,OK
micropython,micropython,micropython/micropython,21094,8532,C,24,123.0,slow,70500,True,2025-11-16T17:41:21.822745,532,10,2051,13908,0.0,5.2,70620,9703,12683,5.0,4.0,1.0,OK
pqrs-org,Karabiner-Elements,pqrs-org/Karabiner-Elements,20970,882,C++,45,51.0,slow,5100,True,2025-11-16T17:40:46.960959,15,0,311,3989,0.0,0.8,6130,1431,2334,5.0,1.0,1.0,OK
jarun,nnn,jarun/nnn,20839,785,C,42,56.5,slow,21200,True,2025-11-16T17:39:01.177467,0,0,0,0,0.0,0.0,11,2,0,1.0,1.0,1.0,OK
apache,mxnet,apache/mxnet,20832,6752,C++,34,64.0,slow,98600,True,2025-11-16T17:41:28.216467,178,4,3545,27259,0.0,4.7,126119,22836,24874,5.0,4.0,1.0,OK
mybatis,mybatis-3,mybatis/mybatis-3,20286,12959,Java,46,108.0,slow,28300,False,,,,,,,,,,,,,,
ReactiveX,RxAndroid,ReactiveX/RxAndroid,20187,2952,Java,20,69.0,slow,8000,False,,,,,,,,,,,,,,
getsops,sops,getsops/sops,19939,981,Go,32,60.0,slow,18900,True,2025-11-16T17:40:11.436379,0,1,311,3175,0.0,6.9,20897,3030,3113,1.0,5.0,1.0,OK
qax-os,excelize,qax-os/excelize,19923,1851,Go,25,116.0,slow,28800,True,2025-11-16T17:42:04.029713,0,0,1250,27118,0.0,3.2,66285,10556,11745,1.0,1.0,1.0,OK
onnx,onnx,onnx/onnx,19876,3827,Python,34,76.5,slow,36500,True,2025-11-16T17:45:58.457501,16,0,1764,10467,0.0,11.0,78223,6867,6372,5.0,1.0,1.0,OK
facebook,prophet,facebook/prophet,19783,4642,Python,23,143.0,slow,18800,True,2025-11-16T17:41:19.756218,34,0,120,876,0.0,0.2,7668,732,710,4.0,1.0,1.0,OK
ahmetb,kubectx,ahmetb/kubectx,19198,1342,Go,21,82.5,slow,6400,True,2025-11-16T17:41:31.854633,0,0,53,244,0.0,6.7,2354,465,396,1.0,1.0,1.0,OK
antlr,antlr4,antlr/antlr4,18508,3410,Java,31,106.0,slow,42100,False,,,,,,,,,,,,,,
facebook,yoga,facebook/yoga,18424,1504,C++,33,52.0,slow,31700,False,,,,,,,,,,,,,,
Orange-OpenSource,hurl,Orange-OpenSource/hurl,18109,694,Rust,28,53.0,slow,8700,True,2025-11-16T17:43:31.129193,11,1,142,735,0.0,25.2,86719,8297,4041,3.0,4.0,1.0,OK
tj,git-extras,tj/git-extras,17861,1221,Shell,25,181.0,slow,28700,True,2025-11-16T17:42:33.519602,78,0,333,496,0.0,38.0,9391,223,95,3.0,1.0,1.0,OK
microsoft,LightGBM,microsoft/LightGBM,17839,3963,C++,34,61.0,slow,33400,True,2025-11-16T17:42:48.542207,12,0,272,2366,0.0,3.9,17675,2146,2476,4.0,1.0,1.0,OK
reduxjs,redux-thunk,reduxjs/redux-thunk,17739,1029,TypeScript,20,75.0,slow,5400,True,2025-11-16T17:42:52.772637,0,0,15,225,0.0,0.0,330,62,6,1.0,1.0,1.0,OK
RPCS3,rpcs3,RPCS3/rpcs3,17685,2137,C++,40,62.0,slow,36600,True,2025-11-16T17:43:18.234931,0,0,0,0,0.0,0.0,53,0,0,1.0,1.0,1.0,OK
aframevr,aframe,aframevr/aframe,17388,4249,JavaScript,32,63.0,slow,44500,True,2025-11-16T17:44:31.392180,193,1,5477,28841,0.0,7.6,43015,7313,3407,5.0,4.0,1.0,OK
apache,brpc,apache/brpc,17371,4072,C++,24,92.0,slow,28200,True,2025-11-16T17:43:54.065123,0,0,35,199,0.0,0.0,520,99,98,1.0,1.0,1.0,OK
pytorch,vision,pytorch/vision,17313,7176,Python,51,63.0,slow,66400,False,,,,,,,,,,,,,,
baomidou,mybatis-plus,baomidou/mybatis-plus,17193,4425,Java,38,65.0,slow,24700,False,,,,,,,,,,,,,,
OpenEmu,OpenEmu,OpenEmu/OpenEmu,17023,1308,Swift,27,98.0,slow,12700,True,2025-11-16T17:44:44.243334,0,0,13,17,0.0,0.0,2416,0,0,1.0,1.0,1.0,OK
tinygo-org,tinygo,tinygo-org/tinygo,16830,996,Go,47,50.5,slow,21900,True,2025-11-16T17:45:52.689946,29,0,1430,12595,0.0,7.0,109235,19605,17973,3.0,1.0,1.0,OK
leon-ai,leon,leon-ai/leon,16788,1410,TypeScript,20,58.0,slow,2100,True,2025-11-16T17:45:48.904282,35,0,684,3554,0.0,1.5,25682,3239,3383,5.0,1.0,1.0,OK
upx,upx,upx/upx,16739,1466,C++,20,81.5,slow,2100,True,2025-11-16T17:45:07.141909,8,0,125,1318,0.0,2.0,2216,385,675,5.0,1.0,1.0,OK
kubesphere,kubesphere,kubesphere/kubesphere,16714,2705,Go,28,100.0,slow,17600,True,2025-11-16T17:51:11.523180,0,36,1093,9779,0.0,11.9,113366,11578,11531,1.0,3.0,1.0,OK
desandro,masonry,desandro/masonry,16670,2093,HTML,22,85.0,slow,900,True,2025-11-16T17:45:34.955172,18,0,128,606,0.0,16.2,1612,91,39,3.0,1.0,1.0,OK
upptime,upptime,upptime/upptime,16655,999,JSON,39,64.0,slow,2200,True,2025-11-16T17:45:49.569475,0,0,0,0,0.0,0.0,0,0,0,1.0,1.0,1.0,OK
uvdesk,community-skeleton,uvdesk/community-skeleton,16611,544,CSS,24,62.0,slow,4500,True,2025-11-16T17:46:29.142097,15,0,256,1568,0.0,0.7,11295,459,667,5.0,1.0,1.0,OK
slackhq,nebula,slackhq/nebula,16479,1075,Go,23,85.5,slow,7500,True,2025-11-16T17:46:48.893006,0,0,492,6211,0.0,11.4,32357,5565,6667,1.0,1.0,1.0,OK
asciinema,asciinema,asciinema/asciinema,16348,983,Rust,23,95.5,slow,6200,True,2025-11-16T17:46:44.475654,2,0,14,46,0.0,4.5,8466,877,483,3.0,1.0,1.0,OK
sqlc-dev,sqlc,sqlc-dev/sqlc,16322,966,Go,36,55.5,slow,23900,True,2025-11-16T17:52:59.303252,120,0,2908,25076,0.0,34.1,204463,24931,22969,3.0,1.0,1.0,OK
piskvorky,gensim,piskvorky/gensim,16270,4420,Python,44,54.0,slow,46200,True,2025-11-16T17:47:25.065042,54,1,1533,5058,0.0,6.6,65354,5981,5680,5.0,4.0,1.0,OK
fatih,vim-go,fatih/vim-go,16204,1430,Vim Script,44,59.0,slow,39000,True,2025-11-16T17:47:16.827814,0,0,24,463,0.0,2.6,2284,605,690,1.0,1.0,1.0,OK
mattboldt,typed.js,mattboldt/typed.js,16195,1772,JavaScript,24,54.0,slow,4200,True,2025-11-16T17:47:38.298266,71,0,220,1221,0.0,29.5,8967,285,284,4.0,1.0,1.0,OK
flarum,flarum,flarum/flarum,16087,1666,PHP,27,115.0,slow,3200,True,2025-11-16T17:47:29.772337,2,0,1,5,0.0,0.0,39,0,0,2.0,1.0,1.0,OK
fail2ban,fail2ban,fail2ban/fail2ban,15967,1409,Python,29,128.0,slow,28900,True,2025-11-16T17:48:19.915957,10,12,1729,10477,0.0,0.1,24076,4984,6557,5.0,4.0,1.0,OK
adobe-fonts,source-han-sans,adobe-fonts/source-han-sans,15935,1364,Python,20,155.0,slow,500,False,,,,,,,,,,,,,,
MaterialDesignInXAML,MaterialDesignInXamlToolkit,MaterialDesignInXAML/MaterialDesignInXamlToolkit,15893,3487,C#,44,70.0,slow,21100,True,2025-11-16T17:48:59.010872,0,0,138,384,0.0,2.0,3552,63,18,1.0,1.0,1.0,OK
janeczku,calibre-web,janeczku/calibre-web,15877,1671,Fluent,25,80.0,slow,29100,True,2025-11-16T17:49:49.395700,249,0,7406,44016,0.0,1.4,118178,18109,20616,5.0,1.0,1.0,OK
tc39,ecma262,tc39/ecma262,15535,1373,HTML,28,76.5,slow,20100,True,2025-11-16T17:49:14.430014,80,0,32,252,0.0,1.7,51159,100,46,4.0,1.0,1.0,OK
davatorium,rofi,davatorium/rofi,15335,661,C,43,52.0,slow,18000,True,2025-11-16T17:49:08.533742,0,0,0,0,0.0,0.0,570,0,0,1.0,1.0,1.0,OK
go-sql-driver,mysql,go-sql-driver/mysql,15272,2334,Go,22,128.0,slow,16600,True,2025-11-16T17:49:45.628345,0,0,118,1988,0.0,7.3,10767,2142,2911,1.0,1.0,1.0,OK
jpillora,chisel,jpillora/chisel,15244,1542,Go,33,57.0,slow,4100,True,2025-11-16T17:49:56.296362,0,0,27,193,0.0,0.8,4167,695,642,1.0,1.0,1.0,OK
lsd-rs,lsd,lsd-rs/lsd,15063,469,Rust,31,71.0,slow,18000,True,2025-11-16T17:50:00.936943,0,0,8,48,0.0,1.3,11478,1557,677,1.0,1.0,1.0,OK
polybar,polybar,polybar/polybar,15022,720,C++,24,83.0,slow,17300,True,2025-11-16T17:50:45.057866,0,0,2,10,0.0,0.0,204,24,29,1.0,1.0,1.0,OK
apprenticeharper,DeDRM_tools,apprenticeharper/DeDRM_tools,14982,1581,Python,81,52.0,slow,7100,True,2025-11-16T17:50:55.680323,24,16,1443,8222,0.0,25.1,18783,4258,5850,5.0,4.0,1.0,OK
lra,mackup,lra/mackup,14953,940,Python,32,72.0,slow,48700,True,2025-11-16T17:50:57.462054,0,0,25,235,0.0,1.3,1628,270,323,1.0,1.0,1.0,OK
laramies,theHarvester,laramies/theHarvester,14941,2336,Python,31,50.5,slow,11300,True,2025-11-16T17:50:56.403675,7,1,312,3907,0.0,1.4,8719,1952,3735,4.0,4.0,1.0,OK
caronc,apprise,caronc/apprise,14910,530,Python,56,51.0,slow,9500,True,2025-11-16T17:52:22.326324,24,2,997,6809,0.0,6.0,97921,8415,10113,5.0,5.0,1.0,OK
PuerkitoBio,goquery,PuerkitoBio/goquery,14780,927,Go,23,106.0,slow,5300,True,2025-11-16T17:52:05.110871,9,0,251,1286,0.0,0.0,7445,1242,903,3.0,1.0,1.0,OK
Perfare,AssetStudio,Perfare/AssetStudio,14757,2813,C#,24,73.5,slow,2300,True,2025-11-16T17:52:01.862535,0,0,0,0,0.0,0.0,0,0,0,1.0,1.0,1.0,OK
kubernetes-sigs,kind,kubernetes-sigs/kind,14740,1681,Go,36,60.0,slow,35500,True,2025-11-16T17:52:28.443468,7,11,258,1441,0.0,12.9,17926,2436,2450,3.0,3.0,1.0,OK
powerline,powerline,powerline/powerline,14644,1006,Python,23,85.0,slow,15300,True,2025-11-16T17:52:32.081557,14,0,384,3187,0.0,0.9,21001,3982,4789,5.0,1.0,1.0,OK
neovide,neovide,neovide/neovide,14556,580,Rust,30,51.0,slow,22200,True,2025-11-16T17:52:57.644717,2,0,28,155,0.0,0.2,18774,2796,1544,5.0,1.0,1.0,OK
FLEXTool,FLEX,FLEXTool/FLEX,14485,1770,Objective-C,31,54.5,slow,12200,True,2025-11-16T17:52:54.678956,0,0,14,34,0.0,0.0,112,11,18,1.0,1.0,1.0,OK
arduino,Arduino,arduino/Arduino,14471,6998,Java,37,72.0,slow,30400,False,,,,,,,,,,,,,,
google,brotli,google/brotli,14423,1303,TypeScript,22,78.0,slow,12000,False,,,,,,,,,,,,,,
scala,scala,scala/scala,14421,3105,Scala,78,53.5,slow,72100,False,,,,,,,,,,,,,,
shelljs,shelljs,shelljs/shelljs,14379,744,JavaScript,20,76.5,slow,9500,True,2025-11-16T17:53:57.634703,12,0,739,4757,0.0,12.1,8727,1530,1017,4.0,1.0,1.0,OK
glfw,glfw,glfw/glfw,14367,5683,C,22,103.0,slow,20300,True,2025-11-16T17:53:46.782745,0,0,3,3,0.0,0.0,5222,2,0,1.0,1.0,1.0,OK
flairNLP,flair,flairNLP/flair,14324,2131,Python,28,69.0,slow,27600,True,2025-11-16T17:54:09.849135,23,0,868,6625,0.0,3.5,38035,6354,7036,5.0,1.0,1.0,OK
keycastr,keycastr,keycastr/keycastr,14303,549,Objective-C,26,110.0,slow,2700,True,2025-11-16T17:53:42.490536,0,0,0,0,0.0,0.0,0,0,0,1.0,1.0,1.0,OK
direnv,direnv,direnv/direnv,14283,726,Go,64,55.5,slow,24800,True,2025-11-16T17:54:02.008529,0,0,15,155,0.0,1.3,4129,812,736,1.0,1.0,1.0,OK
beetbox,beets,beetbox/beets,14270,1942,Python,41,62.5,slow,62700,True,2025-11-16T17:55:05.682890,38,0,764,4660,0.0,0.6,50534,9042,8209,4.0,1.0,1.0,OK
davisking,dlib,davisking/dlib,14226,3455,C++,34,80.5,slow,20700,True,2025-11-16T17:55:33.007856,100,0,84,553,0.0,0.6,29083,325,333,4.0,1.0,1.0,OK
forwardemail,supertest,forwardemail/supertest,14226,779,JavaScript,42,65.0,slow,10300,True,2025-11-16T17:55:00.480509,1,0,71,1149,0.0,1.7,1633,390,121,3.0,1.0,1.0,OK
sogou,workflow,sogou/workflow,14178,2552,C++,32,59.0,slow,3600,True,2025-11-16T17:54:53.798858,0,0,0,0,0.0,0.0,0,0,0,1.0,1.0,1.0,OK
spotify,annoy,spotify/annoy,14022,1213,C++,20,67.0,slow,8900,True,2025-11-16T17:55:01.988860,0,0,90,516,0.0,4.3,1450,256,145,1.0,1.0,1.0,OK
sivel,speedtest-cli,sivel/speedtest-cli,13995,1934,Python,22,71.0,slow,900,True,2025-11-16T17:55:44.897382,0,0,22,229,0.0,1.8,1539,261,413,1.0,1.0,1.0,OK
json-iterator,go,json-iterator/go,13893,1059,Go,20,71.0,slow,5300,True,2025-11-16T17:55:54.512842,0,0,313,2239,0.0,5.0,16025,2655,2138,1.0,1.0,1.0,OK
sindresorhus,pure,sindresorhus/pure,13885,997,Shell,41,84.0,slow,9400,True,2025-11-16T17:55:47.446233,0,0,0,0,0.0,0.0,0,0,0,1.0,1.0,1.0,OK
apache,druid,apache/druid,13869,3761,Java,68,62.0,slow,72600,False,,,,,,,,,,,,,,
xournalpp,xournalpp,xournalpp/xournalpp,13848,961,C++,36,57.0,slow,24400,True,2025-11-16T17:56:56.337306,25,0,22,177,0.0,0.0,1408,81,128,4.0,1.0,1.0,OK
alphacep,vosk-api,alphacep/vosk-api,13625,1607,Jupyter Notebook,20,50.5,slow,4600,False,,,,,,,,,,,,,,
tink-crypto,tink,tink-crypto/tink,13559,1181,Java,21,57.5,slow,11700,False,,,,,,,,,,,,,,
mwaskom,seaborn,mwaskom/seaborn,13557,2044,Python,37,69.0,slow,21500,True,2025-11-16T17:57:04.279480,33,0,1203,7157,0.0,0.9,40818,6079,5726,5.0,1.0,1.0,OK
sql-js,sql.js,sql-js/sql.js,13413,1096,JavaScript,22,88.5,slow,5500,True,2025-11-16T17:56:50.386422,13,0,458,3037,0.0,1.5,4058,559,366,3.0,1.0,1.0,OK
fluent,fluentd,fluent/fluentd,13387,1373,Ruby,22,61.0,slow,27700,True,2025-11-16T17:58:03.880297,5,0,1032,10911,0.0,10.8,84838,9820,7904,3.0,1.0,1.0,OK
